Entry Time,Type,Entry Price,Take Profit,Stop Loss,Closing Price,Result,Profit/Loss,Balance,Risk-Reward
2020-07-15 21:00:00,long,1.14112,1.1441199999999998,1.14012,1.1441199999999998,Win,3.0,158.0,3.0
2020-07-22 21:00:00,long,1.15693,1.15993,1.1559300000000001,1.15993,Win,3.0,161.0,3.0
2020-07-23 21:00:00,long,1.15956,1.1625599999999998,1.15856,1.1625599999999998,Win,3.0,164.0,3.0
2020-07-26 21:00:00,long,1.16422,1.16722,1.1632200000000001,1.16722,Win,3.0,167.0,3.0
2020-07-28 21:00:00,long,1.17149,1.1744899999999998,1.17049,1.1744899999999998,Win,3.0,170.0,3.0
2020-08-06 21:00:00,long,1.1876,1.1905999999999999,1.1866,1.1866,Loss,1.0,169.0,3.0
2020-08-09 21:00:00,short,1.1787400000000001,1.1757400000000002,1.17974,1.1757400000000002,Win,3.0,172.0,3.0
2020-08-18 21:00:00,long,1.1931,1.1961,1.1921000000000002,1.1921000000000002,Loss,1.0,171.0,3.0
2020-08-23 21:00:00,short,1.1789100000000001,1.1759100000000002,1.17991,1.17991,Loss,1.0,170.0,3.0
2020-09-03 21:00:00,short,1.18511,1.1821100000000002,1.18611,1.1821100000000002,Win,3.0,173.0,3.0
2020-09-08 21:00:00,short,1.17738,1.1743800000000002,1.17838,1.17838,Loss,1.0,172.0,3.0
2020-09-22 21:00:00,short,1.1707400000000001,1.1677400000000002,1.17174,1.1677400000000002,Win,3.0,175.0,3.0
2020-09-23 21:00:00,short,1.16591,1.16291,1.16691,1.16291,Win,3.0,178.0,3.0
2020-09-24 21:00:00,short,1.16674,1.1637400000000002,1.16774,1.1637400000000002,Win,3.0,181.0,3.0
2020-09-29 21:00:00,long,1.17422,1.17722,1.1732200000000002,1.1732200000000002,Loss,1.0,180.0,3.0
2020-09-30 21:00:00,long,1.17188,1.17488,1.1708800000000001,1.17488,Win,3.0,183.0,3.0
2020-10-04 21:00:00,short,1.17112,1.16812,1.1721199999999998,1.1721199999999998,Loss,1.0,182.0,3.0
2020-10-06 21:00:00,long,1.17331,1.17631,1.1723100000000002,1.17631,Win,3.0,185.0,3.0
2020-10-11 21:00:00,long,1.18083,1.18383,1.1798300000000002,1.1798300000000002,Loss,1.0,184.0,3.0
2020-10-14 21:00:00,short,1.17446,1.1714600000000002,1.17546,1.1714600000000002,Win,3.0,187.0,3.0
2020-10-20 21:00:00,long,1.1821,1.1850999999999998,1.1811,1.1850999999999998,Win,3.0,190.0,3.0
2020-10-21 21:00:00,long,1.1856200000000001,1.18862,1.1846200000000002,1.1846200000000002,Loss,1.0,189.0,3.0
2020-10-27 21:00:00,short,1.17944,1.1764400000000002,1.18044,1.1764400000000002,Win,3.0,192.0,3.0
2020-10-28 21:00:00,short,1.17459,1.1715900000000001,1.17559,1.1715900000000001,Win,3.0,195.0,3.0
2020-10-29 21:00:00,short,1.16726,1.16426,1.1682599999999999,1.16426,Win,3.0,198.0,3.0
2020-10-31 21:00:00,short,1.1644700000000001,1.1614700000000002,1.16547,1.16547,Loss,1.0,197.0,3.0
2020-11-07 22:00:00,long,1.1872800000000001,1.19028,1.1862800000000002,1.19028,Win,3.0,200.0,3.0
2020-11-08 22:00:00,long,1.18895,1.1919499999999998,1.18795,1.1919499999999998,Win,3.0,203.0,3.0
2020-11-10 22:00:00,short,1.18127,1.1782700000000002,1.18227,1.1782700000000002,Win,3.0,206.0,3.0
2020-11-15 22:00:00,long,1.18404,1.1870399999999999,1.18304,1.18304,Loss,1.0,205.0,3.0
2020-11-29 22:00:00,long,1.19602,1.19902,1.1950200000000002,1.19902,Win,3.0,208.0,3.0
2020-12-02 22:00:00,long,1.21131,1.21431,1.2103100000000002,1.21431,Win,3.0,211.0,3.0
2020-12-03 22:00:00,long,1.2139,1.2168999999999999,1.2129,1.2168999999999999,Win,3.0,214.0,3.0
2020-12-17 22:00:00,long,1.22656,1.22956,1.2255600000000002,1.2255600000000002,Loss,1.0,213.0,3.0
2020-12-19 22:00:00,long,1.22521,1.2282099999999998,1.22421,1.22421,Loss,1.0,212.0,3.0
2021-01-03 22:00:00,short,1.22387,1.2208700000000001,1.22487,1.22487,Loss,1.0,211.0,3.0
2021-01-10 22:00:00,short,1.22172,1.21872,1.2227199999999998,1.21872,Win,3.0,214.0,3.0
2021-01-12 22:00:00,short,1.22055,1.2175500000000001,1.22155,1.2175500000000001,Win,3.0,217.0,3.0
2021-01-17 22:00:00,short,1.20823,1.20523,1.2092299999999998,1.2092299999999998,Loss,1.0,216.0,3.0
2021-02-02 22:00:00,short,1.2043,1.2013,1.2052999999999998,1.2013,Win,3.0,219.0,3.0
2021-02-03 22:00:00,short,1.20345,1.20045,1.2044499999999998,1.20045,Win,3.0,222.0,3.0
2021-02-10 22:00:00,long,1.21171,1.21471,1.2107100000000002,1.21471,Win,3.0,225.0,3.0
2021-02-17 22:00:00,short,1.2034,1.2004000000000001,1.2044,1.2044,Loss,1.0,224.0,3.0
2021-02-18 22:00:00,short,1.20888,1.20588,1.2098799999999998,1.2098799999999998,Loss,1.0,223.0,3.0
2021-02-21 22:00:00,long,1.21126,1.21426,1.2102600000000001,1.21426,Win,3.0,226.0,3.0
2021-02-23 22:00:00,long,1.21493,1.21793,1.2139300000000002,1.2139300000000002,Loss,1.0,225.0,3.0
2021-02-28 22:00:00,short,1.20698,1.20398,1.2079799999999998,1.20398,Win,3.0,228.0,3.0
2021-03-06 22:00:00,short,1.19073,1.1877300000000002,1.19173,1.19173,Loss,1.0,227.0,3.0
2021-03-07 22:00:00,short,1.19173,1.18873,1.1927299999999998,1.18873,Win,3.0,230.0,3.0
2021-03-21 21:00:00,short,1.18706,1.1840600000000001,1.18806,1.18806,Loss,1.0,229.0,3.0
2021-03-24 21:00:00,short,1.1811800000000001,1.1781800000000002,1.18218,1.1781800000000002,Win,3.0,232.0,3.0
2021-03-25 21:00:00,short,1.17631,1.17331,1.1773099999999999,1.1773099999999999,Loss,1.0,231.0,3.0
2021-03-27 21:00:00,short,1.17927,1.1762700000000001,1.18027,1.1762700000000001,Win,3.0,234.0,3.0
2021-03-30 21:00:00,short,1.17143,1.16843,1.1724299999999999,1.1724299999999999,Loss,1.0,233.0,3.0
2021-03-31 21:00:00,short,1.17296,1.16996,1.17396,1.17396,Loss,1.0,232.0,3.0
2021-04-06 21:00:00,long,1.18736,1.1903599999999999,1.18636,1.1903599999999999,Win,3.0,235.0,3.0
2021-04-07 21:00:00,long,1.18618,1.18918,1.1851800000000001,1.18918,Win,3.0,238.0,3.0
2021-04-14 21:00:00,long,1.1977200000000001,1.20072,1.1967200000000002,1.1967200000000002,Loss,1.0,237.0,3.0
2021-04-15 21:00:00,long,1.19642,1.19942,1.1954200000000001,1.19942,Win,3.0,240.0,3.0
2021-04-20 21:00:00,long,1.2034,1.2064,1.2024000000000001,1.2024000000000001,Loss,1.0,239.0,3.0
2021-04-25 21:00:00,long,1.20911,1.2121099999999998,1.20811,1.20811,Loss,1.0,238.0,3.0
2021-04-29 21:00:00,long,1.21178,1.21478,1.2107800000000002,1.2107800000000002,Loss,1.0,237.0,3.0
2021-05-02 21:00:00,short,1.20316,1.2001600000000001,1.20416,1.20416,Loss,1.0,236.0,3.0
2021-05-08 21:00:00,long,1.2162600000000001,1.21926,1.2152600000000002,1.2152600000000002,Loss,1.0,235.0,3.0
2021-05-09 21:00:00,long,1.2162600000000001,1.21926,1.2152600000000002,1.2152600000000002,Loss,1.0,234.0,3.0
2021-05-13 21:00:00,short,1.20778,1.2047800000000002,1.20878,1.20878,Loss,1.0,233.0,3.0
2021-05-16 21:00:00,long,1.21432,1.21732,1.2133200000000002,1.2133200000000002,Loss,1.0,232.0,3.0
2021-05-18 21:00:00,long,1.22214,1.22514,1.2211400000000001,1.2211400000000001,Loss,1.0,231.0,3.0
2021-05-25 21:00:00,long,1.22481,1.2278099999999998,1.22381,1.22381,Loss,1.0,230.0,3.0
2021-06-01 21:00:00,long,1.22125,1.2242499999999998,1.22025,1.22025,Loss,1.0,229.0,3.0
2021-06-14 21:00:00,short,1.21186,1.20886,1.2128599999999998,1.2128599999999998,Loss,1.0,228.0,3.0
2021-06-17 21:00:00,short,1.19049,1.1874900000000002,1.19149,1.1874900000000002,Win,3.0,231.0,3.0
2021-06-19 21:00:00,short,1.18621,1.18321,1.1872099999999999,1.1872099999999999,Loss,1.0,230.0,3.0
2021-06-20 21:00:00,short,1.18556,1.18256,1.1865599999999998,1.1865599999999998,Loss,1.0,229.0,3.0
2021-06-22 21:00:00,long,1.19365,1.19665,1.1926500000000002,1.19665,Win,3.0,232.0,3.0
2021-07-07 21:00:00,short,1.17897,1.1759700000000002,1.17997,1.17997,Loss,1.0,231.0,3.0
2021-07-11 21:00:00,long,1.18695,1.1899499999999998,1.18595,1.18595,Loss,1.0,230.0,3.0
2021-08-01 21:00:00,long,1.1867,1.1897,1.1857000000000002,1.1857000000000002,Loss,1.0,229.0,3.0
2021-08-09 21:00:00,short,1.17357,1.17057,1.17457,1.17057,Win,3.0,232.0,3.0
2021-08-10 21:00:00,short,1.17171,1.1687100000000001,1.17271,1.17271,Loss,1.0,231.0,3.0
2021-08-15 21:00:00,long,1.1794,1.1824,1.1784000000000001,1.1784000000000001,Loss,1.0,230.0,3.0
2021-08-17 21:00:00,short,1.1708,1.1678000000000002,1.1718,1.1718,Loss,1.0,229.0,3.0
2021-08-18 21:00:00,short,1.17085,1.16785,1.1718499999999998,1.16785,Win,3.0,232.0,3.0
2021-08-24 21:00:00,long,1.17536,1.1783599999999999,1.17436,1.17436,Loss,1.0,231.0,3.0
2021-08-29 21:00:00,long,1.17933,1.1823299999999999,1.17833,1.17833,Loss,1.0,230.0,3.0
2021-09-04 21:00:00,long,1.1877900000000001,1.19079,1.1867900000000002,1.1867900000000002,Loss,1.0,229.0,3.0
2021-09-05 21:00:00,long,1.1876,1.1905999999999999,1.1866,1.1866,Loss,1.0,228.0,3.0
2021-09-08 21:00:00,short,1.18126,1.17826,1.1822599999999999,1.1822599999999999,Loss,1.0,227.0,3.0
2021-09-18 21:00:00,short,1.17246,1.1694600000000002,1.17346,1.17346,Loss,1.0,226.0,3.0
2021-09-19 21:00:00,short,1.17297,1.1699700000000002,1.17397,1.17397,Loss,1.0,225.0,3.0
2021-09-28 21:00:00,short,1.1683000000000001,1.1653000000000002,1.1693,1.1653000000000002,Win,3.0,228.0,3.0
2021-09-30 21:00:00,short,1.15752,1.1545200000000002,1.15852,1.15852,Loss,1.0,227.0,3.0
2021-10-07 21:00:00,short,1.15497,1.1519700000000002,1.15597,1.15597,Loss,1.0,226.0,3.0
2021-10-14 21:00:00,long,1.15962,1.16262,1.1586200000000002,1.1586200000000002,Loss,1.0,225.0,3.0
2021-10-19 21:00:00,long,1.16317,1.16617,1.1621700000000001,1.1621700000000001,Loss,1.0,224.0,3.0
2021-10-26 21:00:00,short,1.15955,1.1565500000000002,1.16055,1.16055,Loss,1.0,223.0,3.0
2021-10-31 21:00:00,short,1.1557,1.1527,1.1566999999999998,1.1566999999999998,Loss,1.0,222.0,3.0
2021-11-02 21:00:00,long,1.15787,1.1608699999999998,1.15687,1.1608699999999998,Win,3.0,225.0,3.0
2021-11-09 22:00:00,long,1.15924,1.16224,1.1582400000000002,1.1582400000000002,Loss,1.0,224.0,3.0
2021-11-11 22:00:00,short,1.14493,1.1419300000000001,1.14593,1.14593,Loss,1.0,223.0,3.0
2021-11-13 22:00:00,short,1.1443,1.1413000000000002,1.1453,1.1413000000000002,Win,3.0,226.0,3.0
2021-11-16 22:00:00,short,1.13197,1.12897,1.1329699999999998,1.12897,Win,3.0,229.0,3.0
2021-11-17 22:00:00,short,1.1319,1.1289,1.1328999999999998,1.1328999999999998,Loss,1.0,228.0,3.0
2021-11-21 22:00:00,short,1.1286,1.1256000000000002,1.1296,1.1256000000000002,Win,3.0,231.0,3.0
2021-11-23 22:00:00,short,1.12474,1.1217400000000002,1.12574,1.1217400000000002,Win,3.0,234.0,3.0
2021-11-28 22:00:00,long,1.12978,1.13278,1.1287800000000001,1.1287800000000001,Loss,1.0,233.0,3.0
2021-12-19 22:00:00,short,1.12361,1.12061,1.1246099999999999,1.1246099999999999,Loss,1.0,232.0,3.0
2021-12-21 22:00:00,long,1.12844,1.13144,1.1274400000000002,1.13144,Win,3.0,235.0,3.0
2022-01-09 22:00:00,long,1.13515,1.13815,1.1341500000000002,1.1341500000000002,Loss,1.0,234.0,3.0
2022-01-13 22:00:00,long,1.14544,1.14844,1.1444400000000001,1.1444400000000001,Loss,1.0,233.0,3.0
2022-01-16 22:00:00,short,1.14115,1.1381500000000002,1.14215,1.14215,Loss,1.0,232.0,3.0
2022-01-19 22:00:00,short,1.13421,1.13121,1.1352099999999998,1.13121,Win,3.0,235.0,3.0
2022-01-25 22:00:00,short,1.1300000000000001,1.1270000000000002,1.131,1.1270000000000002,Win,3.0,238.0,3.0
2022-01-27 22:00:00,short,1.11449,1.11149,1.1154899999999999,1.1154899999999999,Loss,1.0,237.0,3.0
2022-01-29 22:00:00,short,1.11474,1.1117400000000002,1.11574,1.11574,Loss,1.0,236.0,3.0
2022-02-01 22:00:00,long,1.12702,1.1300199999999998,1.12602,1.1300199999999998,Win,3.0,239.0,3.0
2022-02-02 22:00:00,long,1.13014,1.1331399999999998,1.12914,1.1331399999999998,Win,3.0,242.0,3.0
2022-02-05 22:00:00,long,1.14503,1.1480299999999999,1.14403,1.14403,Loss,1.0,241.0,3.0
2022-02-08 22:00:00,short,1.1414,1.1384,1.1423999999999999,1.1423999999999999,Loss,1.0,240.0,3.0
2022-02-13 22:00:00,short,1.13368,1.1306800000000001,1.13468,1.1306800000000001,Win,3.0,243.0,3.0
2022-02-20 22:00:00,short,1.13153,1.12853,1.1325299999999998,1.1325299999999998,Loss,1.0,242.0,3.0
2022-02-26 22:00:00,short,1.12708,1.1240800000000002,1.12808,1.1240800000000002,Win,3.0,245.0,3.0
2022-03-06 22:00:00,short,1.09201,1.08901,1.0930099999999998,1.08901,Win,3.0,248.0,3.0
2022-03-10 22:00:00,long,1.0983100000000001,1.10131,1.0973100000000002,1.10131,Win,3.0,251.0,3.0
2022-03-13 21:00:00,short,1.0919,1.0889000000000002,1.0929,1.0929,Loss,1.0,250.0,3.0
2022-03-22 21:00:00,short,1.10273,1.09973,1.1037299999999999,1.09973,Win,3.0,253.0,3.0
2022-03-30 21:00:00,long,1.11581,1.1188099999999999,1.11481,1.11481,Loss,1.0,252.0,3.0
2022-04-02 21:00:00,short,1.10471,1.1017100000000002,1.10571,1.1017100000000002,Win,3.0,255.0,3.0
2022-04-03 21:00:00,short,1.103,1.1,1.1039999999999999,1.1,Win,3.0,258.0,3.0
2022-04-05 21:00:00,short,1.09036,1.08736,1.0913599999999999,1.0913599999999999,Loss,1.0,257.0,3.0
2022-04-06 21:00:00,short,1.08911,1.0861100000000001,1.09011,1.09011,Loss,1.0,256.0,3.0
2022-04-21 21:00:00,long,1.08312,1.08612,1.0821200000000002,1.0821200000000002,Loss,1.0,255.0,3.0
2022-04-26 21:00:00,short,1.06372,1.06072,1.0647199999999999,1.06072,Win,3.0,258.0,3.0
2022-04-27 21:00:00,short,1.05549,1.0524900000000001,1.05649,1.0524900000000001,Win,3.0,261.0,3.0
2022-04-28 21:00:00,short,1.04982,1.04682,1.0508199999999999,1.0508199999999999,Loss,1.0,260.0,3.0
2022-05-14 21:00:00,short,1.04091,1.03791,1.04191,1.04191,Loss,1.0,259.0,3.0
2022-05-17 21:00:00,long,1.05456,1.0575599999999998,1.05356,1.05356,Loss,1.0,258.0,3.0
2022-05-18 21:00:00,long,1.04612,1.0491199999999998,1.04512,1.0491199999999998,Win,3.0,261.0,3.0
2022-05-24 21:00:00,long,1.07311,1.07611,1.0721100000000001,1.0721100000000001,Loss,1.0,260.0,3.0
2022-06-11 21:00:00,short,1.05167,1.0486700000000002,1.05267,1.0486700000000002,Win,3.0,263.0,3.0
2022-06-12 21:00:00,short,1.05136,1.0483600000000002,1.05236,1.0483600000000002,Win,3.0,266.0,3.0
2022-06-14 21:00:00,short,1.0414700000000001,1.0384700000000002,1.04247,1.0384700000000002,Win,3.0,269.0,3.0
2022-06-21 21:00:00,long,1.05304,1.0560399999999999,1.05204,1.0560399999999999,Win,3.0,272.0,3.0
2022-06-29 21:00:00,short,1.04383,1.0408300000000001,1.04483,1.0408300000000001,Win,3.0,275.0,3.0
2022-06-30 21:00:00,short,1.04833,1.04533,1.0493299999999999,1.04533,Win,3.0,278.0,3.0
2022-07-06 21:00:00,short,1.01802,1.01502,1.0190199999999998,1.01502,Win,3.0,281.0,3.0
2022-07-07 21:00:00,short,1.01563,1.0126300000000001,1.01663,1.0126300000000001,Win,3.0,284.0,3.0
2022-07-12 21:00:00,short,1.00339,1.0003900000000001,1.00439,1.0003900000000001,Win,3.0,287.0,3.0
2022-07-17 21:00:00,long,1.00817,1.01117,1.0071700000000001,1.01117,Win,3.0,290.0,3.0
2022-07-19 21:00:00,long,1.02238,1.02538,1.0213800000000002,1.02538,Win,3.0,293.0,3.0
2022-08-09 21:00:00,long,1.0212700000000001,1.02427,1.0202700000000002,1.02427,Win,3.0,296.0,3.0
2022-08-11 21:00:00,long,1.03207,1.03507,1.0310700000000002,1.0310700000000002,Loss,1.0,295.0,3.0
2022-08-15 21:00:00,short,1.01576,1.01276,1.0167599999999999,1.01276,Win,3.0,298.0,3.0
2022-08-16 21:00:00,short,1.01706,1.0140600000000002,1.01806,1.01806,Loss,1.0,297.0,3.0
2022-08-20 21:00:00,short,1.00384,1.0008400000000002,1.00484,1.0008400000000002,Win,3.0,300.0,3.0
2022-08-21 21:00:00,short,1.00336,1.0003600000000001,1.00436,1.0003600000000001,Win,3.0,303.0,3.0
2022-08-23 21:00:00,short,0.99676,0.99376,0.99776,0.99376,Win,3.0,306.0,3.0
2022-09-11 21:00:00,long,1.0104,1.0133999999999999,1.0094,1.0133999999999999,Win,3.0,309.0,3.0
2022-09-14 21:00:00,short,0.99797,0.99497,0.99897,0.99897,Loss,1.0,308.0,3.0
2022-09-22 21:00:00,short,0.98337,0.98037,0.98437,0.98037,Win,3.0,311.0,3.0
2022-09-25 21:00:00,short,0.96668,0.96368,0.96768,0.96368,Win,3.0,314.0,3.0
2022-10-04 21:00:00,long,0.9985,1.0015,0.9975,0.9975,Loss,1.0,313.0,3.0
2022-10-08 21:00:00,short,0.97395,0.97095,0.97495,0.97095,Win,3.0,316.0,3.0
2022-10-09 21:00:00,short,0.97334,0.97034,0.97434,0.97034,Win,3.0,319.0,3.0
2022-10-18 21:00:00,long,0.98531,0.98831,0.98431,0.98431,Loss,1.0,318.0,3.0
2022-10-23 21:00:00,long,0.98711,0.99011,0.98611,0.98611,Loss,1.0,317.0,3.0
2022-10-26 21:00:00,long,1.00801,1.01101,1.0070100000000002,1.0070100000000002,Loss,1.0,316.0,3.0
2022-11-03 21:00:00,short,0.97454,0.97154,0.97554,0.97554,Loss,1.0,315.0,3.0
2022-11-06 22:00:00,long,0.99044,0.99344,0.98944,0.99344,Win,3.0,318.0,3.0
2022-11-08 22:00:00,long,1.0070000000000001,1.01,1.0060000000000002,1.0060000000000002,Loss,1.0,317.0,3.0
2022-11-12 22:00:00,long,1.03518,1.0381799999999999,1.03418,1.03418,Loss,1.0,316.0,3.0
2022-11-13 22:00:00,long,1.03336,1.03636,1.0323600000000002,1.0323600000000002,Loss,1.0,315.0,3.0
2022-11-22 22:00:00,short,1.03027,1.0272700000000001,1.03127,1.03127,Loss,1.0,314.0,3.0
2022-11-24 22:00:00,long,1.04105,1.04405,1.0400500000000001,1.0400500000000001,Loss,1.0,313.0,3.0
2022-12-14 22:00:00,long,1.06812,1.0711199999999999,1.06712,1.0711199999999999,Win,3.0,316.0,3.0
2022-12-17 22:00:00,short,1.0584,1.0554000000000001,1.0594,1.0594,Loss,1.0,315.0,3.0
2023-01-04 22:00:00,short,1.06016,1.05716,1.0611599999999999,1.05716,Win,3.0,318.0,3.0
2023-01-10 22:00:00,long,1.07326,1.07626,1.0722600000000002,1.07626,Win,3.0,321.0,3.0
2023-01-14 22:00:00,long,1.08315,1.08615,1.0821500000000002,1.08615,Win,3.0,324.0,3.0
2023-01-22 22:00:00,long,1.08661,1.08961,1.0856100000000002,1.08961,Win,3.0,327.0,3.0
2023-02-02 22:00:00,long,1.0909,1.0938999999999999,1.0899,1.0938999999999999,Win,3.0,330.0,3.0
2023-02-05 22:00:00,short,1.07798,1.07498,1.0789799999999998,1.07498,Win,3.0,333.0,3.0
2023-02-07 22:00:00,short,1.0722800000000001,1.0692800000000002,1.07328,1.07328,Loss,1.0,332.0,3.0
2023-02-12 22:00:00,short,1.06788,1.06488,1.0688799999999998,1.0688799999999998,Loss,1.0,331.0,3.0
2023-02-14 22:00:00,long,1.07363,1.07663,1.0726300000000002,1.0726300000000002,Loss,1.0,330.0,3.0
2023-02-22 22:00:00,short,1.06036,1.05736,1.0613599999999999,1.0613599999999999,Loss,1.0,329.0,3.0
2023-02-23 22:00:00,short,1.05942,1.0564200000000001,1.06042,1.0564200000000001,Win,3.0,332.0,3.0
2023-02-26 22:00:00,short,1.05427,1.0512700000000001,1.05527,1.05527,Loss,1.0,331.0,3.0
2023-02-28 22:00:00,long,1.0572,1.0601999999999998,1.0562,1.0601999999999998,Win,3.0,334.0,3.0
2023-03-08 22:00:00,short,1.05416,1.05116,1.0551599999999999,1.0551599999999999,Loss,1.0,333.0,3.0
2023-03-12 21:00:00,long,1.06807,1.07107,1.0670700000000002,1.07107,Win,3.0,336.0,3.0
2023-03-16 21:00:00,short,1.06089,1.0578900000000002,1.06189,1.06189,Loss,1.0,335.0,3.0
2023-03-19 21:00:00,long,1.06858,1.07158,1.0675800000000002,1.07158,Win,3.0,338.0,3.0
2023-03-22 21:00:00,long,1.0854300000000001,1.08843,1.0844300000000002,1.08843,Win,3.0,341.0,3.0
2023-03-23 21:00:00,long,1.0828,1.0857999999999999,1.0818,1.0818,Loss,1.0,340.0,3.0
2023-03-26 21:00:00,short,1.07718,1.0741800000000001,1.07818,1.07818,Loss,1.0,339.0,3.0
2023-03-28 21:00:00,long,1.08419,1.0871899999999999,1.08319,1.08319,Loss,1.0,338.0,3.0
2023-03-29 21:00:00,long,1.08435,1.0873499999999998,1.08335,1.0873499999999998,Win,3.0,341.0,3.0
2023-04-04 21:00:00,long,1.09502,1.09802,1.0940200000000002,1.0940200000000002,Loss,1.0,340.0,3.0
2023-04-13 21:00:00,long,1.10459,1.1075899999999999,1.10359,1.10359,Loss,1.0,339.0,3.0
2023-04-18 21:00:00,short,1.09707,1.09407,1.0980699999999999,1.09407,Win,3.0,342.0,3.0
2023-05-02 21:00:00,short,1.09984,1.09684,1.1008399999999998,1.1008399999999998,Loss,1.0,341.0,3.0
2023-05-09 21:00:00,short,1.09601,1.09301,1.0970099999999998,1.0970099999999998,Loss,1.0,340.0,3.0
2023-05-13 21:00:00,short,1.08486,1.08186,1.0858599999999998,1.0858599999999998,Loss,1.0,339.0,3.0
2023-05-14 21:00:00,short,1.08605,1.08305,1.0870499999999998,1.0870499999999998,Loss,1.0,338.0,3.0
